true_love 3.22 2.92 1.41 3.22 2.92 1.41
tutor 1.79 1.30 -0.24 1.79 1.30 -0.24
tyke 1.11 -0.78 1.40 1.11 -0.78 1.40
uncle 1.74 1.15 0.66 1.74 1.15 0.66
underachiever -1.53 -2.01 -1.76 -1.53 -2.01 -1.76
underdog 0.89 -0.04 0.18 0.89 -0.04 0.18
undergraduate 1.71 0.33 1.43 1.71 0.33 1.43
unemployed_person -1.49 -2.37 -1.67 -1.49 -2.37 -1.67
union_member 0.68 0.56 0.59 0.68 0.56 0.59
university_student 1.65 0.44 1.69 1.65 0.44 1.69
vacationer 1.90 0.89 1.08 1.90 0.89 1.08
victim -1.97 -2.41 -1.90 -1.97 -2.41 -1.90
vigilante -0.33 0.85 1.31 -0.33 0.85 1.31
villain -2.55 0.85 1.14 -2.55 0.85 1.14
VIP 1.55 2.52 1.60 1.55 2.52 1.60
visitor 1.79 0.10 0.63 1.79 0.10 0.63
voter 1.82 1.24 0.50 1.82 1.24 0.50
voyeur -0.97 -0.09 -0.73 -0.97 -0.09 -0.73
waiter 1.01 -0.14 1.20 1.01 -0.14 1.20
waitress 1.39 0.12 1.57 1.39 0.12 1.57
white_supremacist -3.16 -1.04 0.81 -3.16 -1.04 0.81
whiz_kid 1.85 1.19 0.68 1.85 1.19 0.68
whore -2.15 -1.63 1.21 -2.15 -1.63 1.21
widow -0.41 -0.96 -1.23 -0.41 -0.96 -1.23
widower -0.69 -0.96 -1.55 -0.69 -0.96 -1.55
wife_abuser -3.76 -0.77 0.97 -3.76 -0.77 0.97
wife 2.61 1.72 1.51 2.61 1.72 1.51
windbag -0.81 -0.29 0.84 -0.81 -0.29 0.84
winner 2.46 2.60 2.44 2.46 2.60 2.44
witness 1.05 1.48 -0.18 1.05 1.48 -0.18
woman 1.89 0.64 0.92 1.89 0.64 0.92
womanizer -2.01 -0.20 1.05 -2.01 -0.20 1.05
worker 1.57 0.70 0.85 1.57 0.70 0.85
workman 1.48 1.29 1.42 1.48 1.29 1.42
workmate 1.55 0.71 0.86 1.55 0.71 0.86
yes-man -0.27 -1.07 -0.06 -0.27 -1.07 -0.06
youngster 1.23 -0.63 2.05 1.23 -0.63 2.05
youth 1.77 -0.23 1.84 1.77 -0.23 1.84
